Id_delta,depart_date_time,arrive_date_time,depart_airport,arrive_airport,flight_number,flight_cost_coach,flight_cost_business
227,2022-12-31 02:07:00,2022-12-31 06:45:00,Atlanta (ATL),Las Vegas (LAS),DL2944,265.98,2773.76
228,2022-12-30 21:55:00,2022-12-30 00:30:00,Minneapolis (MSP),Atlanta (ATL),DL426,647.02,2615.74
229,2022-12-30 17:20:00,2022-12-30 20:45:00,Boston (BOS),Minneapolis (MSP),DL781,594.02,1452.19
230,2022-12-30 13:15:00,2022-12-30 16:10:00,Minneapolis (MSP),Boston (BOS),DL909,635.12,2335.31
231,2022-12-30 08:20:00,2022-12-30 12:03:00,Los Angeles (LAX),Minneapolis (MSP),DL1099,316.51,2214.84
232,2022-12-30 02:00:00,2022-12-30 07:04:00,Atlanta (ATL),Los Angeles (LAX),DL2331,326.24,3080.17
233,2022-12-29 21:55:00,2022-12-29 00:30:00,Minneapolis (MSP),Atlanta (ATL),DL426,283.06,2076.11
234,2022-12-29 17:20:00,2022-12-29 20:45:00,Boston (BOS),Minneapolis (MSP),DL781,736.12,856.76
235,2022-12-29 13:15:00,2022-12-29 16:10:00,Minneapolis (MSP),Boston (BOS),DL909,556.7,2608.76
236,2022-12-28 11:10:00,2022-12-28 14:50:00,Orlando (MCO),Minneapolis (MSP),DL1319,720.84,1660.16
237,2022-12-28 00:59:00,2022-12-28 04:35:00,Boston (BOS),Orlando (MCO),DL1473,535.22,2848.95
238,2022-12-27 21:18:00,2022-12-27 23:49:00,Atlanta (ATL),Boston (BOS),DL1214,592.42,961.75
239,2022-12-27 18:15:00,2022-12-27 20:08:00,West Palm Beach (PBI),Atlanta (ATL),DL2314,431.74,2207.09
240,2022-12-27 15:12:00,2022-12-27 17:05:00,Atlanta (ATL),West Palm Beach (PBI),DL2314,643.56,752.77
241,2022-12-27 12:00:00,2022-12-27 14:02:00,Milwaukee (MKE),Atlanta (ATL),DL2723,371.08,1560.23
242,2022-12-27 03:57:00,2022-12-27 05:59:00,Atlanta (ATL),Milwaukee (MKE),DL1680,325.46,1942.2
243,2022-12-27 00:55:00,2022-12-27 02:49:00,West Palm Beach (PBI),Atlanta (ATL),DL1230,617.85,1297.91
244,2022-12-26 22:02:00,2022-12-26 23:45:00,Atlanta (ATL),West Palm Beach (PBI),DL1230,349.77,3411.89
245,2023-01-05 02:55:00,2023-01-05 04:58:00,Atlanta (ATL),Buffalo (BUF),DL2030,263.9,2881.62
246,2023-01-04 23:22:00,2023-01-04 01:44:00,Buffalo (BUF),Atlanta (ATL),DL1507,376.93,910.05
247,2023-01-04 20:14:00,2023-01-04 22:12:00,Atlanta (ATL),Buffalo (BUF),DL1507,736.11,1031.6
248,2023-01-04 14:15:00,2023-01-04 18:31:00,San Diego (SAN),Atlanta (ATL),DL820,680.33,1898.53
249,2023-01-03 20:45:00,2023-01-03 01:35:00,Atlanta (ATL),San Diego (SAN),DL1173,476.26,2753.36
250,2023-01-03 17:18:00,2023-01-03 19:35:00,Buffalo (BUF),Atlanta (ATL),DL2028,674.83,2269.2
251,2023-01-03 14:07:00,2023-01-03 16:08:00,Atlanta (ATL),Buffalo (BUF),DL2028,601.24,2434.85
252,2023-01-03 11:00:00,2023-01-03 12:57:00,Pittsburgh (PIT),Atlanta (ATL),DL2161,333.6,1083.72
253,2023-01-03 04:00:00,2023-01-03 05:36:00,Atlanta (ATL),Pittsburgh (PIT),DL2689,286.13,951.64
254,2023-01-03 00:42:00,2023-01-03 02:50:00,Austin (AUS),Atlanta (ATL),DL1078,708.29,1709.29
255,2023-01-02 21:05:00,2023-01-02 23:32:00,Atlanta (ATL),Austin (AUS),DL1078,579.91,2716.75
256,2023-01-02 17:13:00,2023-01-02 20:17:00,Boston (BOS),Atlanta (ATL),DL357,446.43,2141.77
257,2023-01-02 13:30:00,2023-01-02 16:03:00,Atlanta (ATL),Boston (BOS),DL415,310.4,2820.98
258,2023-01-01 21:30:00,2023-01-01 00:23:00,Albuquerque (ABQ),Atlanta (ATL),DL1569,484.81,1660.21
259,2023-01-01 16:35:00,2023-01-01 20:09:00,Atlanta (ATL),Albuquerque (ABQ),DL1569,436.02,2071.18
260,2023-01-01 13:15:00,2023-01-01 15:23:00,Milwaukee (MKE),Atlanta (ATL),DL1672,327.35,3464
261,2022-12-31 22:55:00,2022-12-31 00:58:00,Atlanta (ATL),Milwaukee (MKE),DL2185,445.47,3288.66
262,2022-12-31 18:25:00,2022-12-31 21:07:00,Cancun (CUN),Atlanta (ATL),DL641,526.69,1948.77
263,2022-12-31 14:46:00,2022-12-31 17:25:00,Atlanta (ATL),Cancun (CUN),DL586,714.19,1496.48
264,2022-12-31 11:00:00,2022-12-31 12:59:00,Cleveland (CLE),Atlanta (ATL),DL1444,699.19,2706.85
265,2022-12-31 03:37:00,2022-12-31 05:23:00,Atlanta (ATL),Cleveland (CLE),DL960,285.59,2496.6
266,2022-12-30 16:45:00,2022-12-30 20:41:00,Las Vegas (LAS),Atlanta (ATL),DL2610,713.34,3154.75
267,2022-12-30 11:15:00,2022-12-30 15:35:00,Cincinnati (CVG),Las Vegas (LAS),DL1042,484.71,3374.69
268,2022-12-30 06:24:00,2022-12-30 10:00:00,Las Vegas (LAS),Cincinnati (CVG),DL1180,380.56,1487.66
269,2022-12-29 21:59:00,2022-12-29 01:35:00,Minneapolis (MSP),Las Vegas (LAS),DL668,400.96,1257.5
270,2022-12-29 17:40:00,2022-12-29 20:49:00,Phoenix (PHX),Minneapolis (MSP),DL442,735.1,1496.48
271,2022-12-29 13:00:00,2022-12-29 16:30:00,Minneapolis (MSP),Phoenix (PHX),DL442,669.57,3120.71
272,2023-01-05 03:55:00,2023-01-05 05:50:00,Atlanta (ATL),Grand Rapids (GRR),DL2603,685.51,2886.13
273,2023-01-04 22:52:00,2023-01-04 01:02:00,Austin (AUS),Atlanta (ATL),DL2126,716.84,3059.56
274,2023-01-04 19:12:00,2023-01-04 21:42:00,Atlanta (ATL),Austin (AUS),DL2126,556.22,2754.47
275,2023-01-04 16:00:00,2023-01-04 18:02:00,Dallas (DFW),Atlanta (ATL),DL429,312.12,2326.26
276,2023-01-04 12:20:00,2023-01-04 14:50:00,Atlanta (ATL),Dallas (DFW),DL429,459.14,1374.07
277,2023-01-04 07:58:00,2023-01-04 10:50:00,Denver (DEN),Atlanta (ATL),DL527,501.45,2460.6
278,2023-01-04 00:45:00,2023-01-04 03:06:00,Minneapolis (MSP),Denver (DEN),DL2777,343.15,2325.53
279,2023-01-03 19:53:00,2023-01-03 23:30:00,Orlando (MCO),Minneapolis (MSP),DL1604,561.07,1524.85
280,2023-01-03 15:40:00,2023-01-03 18:43:00,New York (JFK),Orlando (MCO),DL1324,358.3,2460.53
281,2023-01-03 12:00:00,2023-01-03 14:30:00,Orlando (MCO),New York (JFK),DL1340,372.04,3425.91
282,2023-01-03 00:59:00,2023-01-03 03:57:00,New York (LGA),Orlando (MCO),DL1566,615.02,3069.64
283,2023-01-02 20:46:00,2023-01-02 23:49:00,Miami (MIA),New York (LGA),DL1614,531.63,2412.72
284,2023-01-02 16:10:00,2023-01-02 19:32:00,New York (LGA),Miami (MIA),DL1614,465.8,1977.7
285,2023-01-02 12:00:00,2023-01-02 14:59:00,Miami (MIA),New York (LGA),DL1653,455.3,1678.54
286,2023-01-01 20:34:00,2023-01-01 23:49:00,New York (LGA),Miami (MIA),DL2342,253.99,2477.66
287,2023-01-01 16:26:00,2023-01-01 19:24:00,Miami (MIA),New York (LGA),DL1370,594.71,1187.8
288,2023-01-01 12:05:00,2023-01-01 15:16:00,New York (LGA),Miami (MIA),DL1370,451.06,1155.28
289,2022-12-31 22:35:00,2022-12-31 02:00:00,Washington (IAD),New York (LGA),DL2759,412.98,3236.59
290,2022-12-31 17:31:00,2022-12-31 19:59:00,Orlando (MCO),New York (LGA),DL2759,586.14,3082.81
291,2022-12-31 13:00:00,2022-12-31 16:21:00,Minneapolis (MSP),Orlando (MCO),DL835,576.54,1904.4
292,2022-12-31 02:22:00,2022-12-31 04:20:00,Denver (DEN),Minneapolis (MSP),DL2458,563.89,3069.61
293,2022-12-30 21:47:00,2022-12-30 01:09:00,Atlanta (ATL),Denver (DEN),DL540,538.75,2954.9
294,2022-12-30 17:48:00,2022-12-30 20:37:00,Denver (DEN),Atlanta (ATL),DL818,439.26,944.99
295,2022-12-30 13:10:00,2022-12-30 16:38:00,Atlanta (ATL),Denver (DEN),DL818,428.07,3151.28
296,2022-12-30 07:58:00,2022-12-30 10:50:00,Denver (DEN),Atlanta (ATL),DL527,341.93,1187.78
297,2022-12-30 02:15:00,2022-12-30 05:32:00,Detroit (DTW),Denver (DEN),DL2122,286.7,2865.26
298,2022-12-29 22:20:00,2022-12-29 01:01:00,Denver (DEN),Detroit (DTW),DL1282,713.63,1379.32
299,2022-12-29 17:47:00,2022-12-29 21:08:00,Detroit (DTW),Denver (DEN),DL1206,295.03,3212.36
300,2022-12-29 12:00:00,2022-12-29 13:42:00,Minneapolis (MSP),Detroit (DTW),DL1510,462.71,855.63
301,2022-12-29 02:59:00,2022-12-29 06:36:00,Orlando (MCO),Minneapolis (MSP),DL1263,660.35,2315.8
302,2022-12-28 22:53:00,2022-12-28 01:49:00,New York (LGA),Orlando (MCO),DL525,292.19,1519.18
303,2022-12-28 19:06:00,2022-12-28 21:43:00,Minneapolis (MSP),New York (LGA),DL1020,434.18,1057.77
304,2022-12-28 16:03:00,2022-12-28 19:34:00,Orlando (MCO),Minneapolis (MSP),DL1739,275.54,2425.21
305,2022-12-28 12:05:00,2022-12-28 14:53:00,New York (LGA),Orlando (MCO),DL2375,625.52,1081.79
306,2022-12-28 01:59:00,2022-12-28 04:42:00,Minneapolis (MSP),New York (LGA),DL1027,617.67,3414.19
307,2022-12-27 21:15:00,2022-12-27 00:49:00,Los Angeles (LAX),Minneapolis (MSP),DL1261,594.89,2948.4
308,2022-12-27 14:57:00,2022-12-27 20:05:00,Atlanta (ATL),Los Angeles (LAX),DL516,378.72,2122.03
309,2022-12-27 11:00:00,2022-12-27 12:59:00,Cleveland (CLE),Atlanta (ATL),DL1444,682.85,3427.3
310,2022-12-27 03:37:00,2022-12-27 05:23:00,Atlanta (ATL),Cleveland (CLE),DL960,447.84,2303.6
311,2022-12-27 00:50:00,2022-12-27 05:01:00,Salt Lake City (SLC),Orlando (MCO),DL1016,564.08,2152.82
312,2022-12-26 22:50:00,2022-12-26 02:27:00,Salt Lake City (SLC),Atlanta (ATL),DL1213,536.37,793.06
313,2023-01-04 20:46:00,2023-01-04 23:49:00,Miami (MIA),New York (LGA),DL1614,267.54,1790.98
314,2023-01-04 16:10:00,2023-01-04 19:32:00,New York (LGA),Miami (MIA),DL1614,371.12,1120.4
315,2023-01-04 12:00:00,2023-01-04 14:59:00,Miami (MIA),New York (LGA),DL1653,326.25,1953.87
316,2023-01-04 00:55:00,2023-01-04 04:14:00,New York (LGA),Miami (MIA),DL329,717.45,2121.75
317,2023-01-03 21:10:00,2023-01-03 23:45:00,Orlando (MCO),New York (LGA),DL997,643.57,986.24
318,2023-01-03 16:27:00,2023-01-03 19:45:00,Minneapolis (MSP),Orlando (MCO),DL2931,515.4,1548.99
319,2023-01-03 13:00:00,2023-01-03 15:17:00,Denver (DEN),Minneapolis (MSP),DL1199,260.12,2528.87
320,2023-01-03 03:39:00,2023-01-03 07:03:00,Atlanta (ATL),Denver (DEN),DL711,597.92,3331.36
321,2023-01-02 22:49:00,2023-01-02 02:21:00,Phoenix (PHX),Atlanta (ATL),DL864,737.46,3076.6
322,2023-01-02 17:25:00,2023-01-02 21:39:00,Atlanta (ATL),Phoenix (PHX),DL864,667.3,3151.25
323,2023-01-02 13:25:00,2023-01-02 16:09:00,Minneapolis (MSP),Atlanta (ATL),DL408,588.91,2045.36
324,2023-01-02 08:20:00,2023-01-02 12:03:00,Los Angeles (LAX),Minneapolis (MSP),DL1099,316.51,3080.57
325,2023-01-02 00:50:00,2023-01-02 04:55:00,Minneapolis (MSP),Los Angeles (LAX),DL2584,526.7,2247.97
326,2023-01-01 19:55:00,2023-01-01 23:35:00,Fort Myers (RSW),Minneapolis (MSP),DL749,551.18,2026.15
327,2023-01-01 15:10:00,2023-01-01 18:45:00,Minneapolis (MSP),Fort Myers (RSW),DL749,311.06,3006.71
328,2022-12-31 23:15:00,2022-12-31 01:15:00,Denver (DEN),Minneapolis (MSP),DL1318,722.58,2437.49
329,2022-12-31 18:45:00,2022-12-31 22:05:00,Atlanta (ATL),Denver (DEN),DL514,715.82,2171.87
330,2022-12-31 13:25:00,2022-12-31 17:11:00,Salt Lake City (SLC),Atlanta (ATL),DL398,414.74,3400.46
331,2022-12-31 03:25:00,2022-12-31 05:15:00,Los Angeles (LAX),Salt Lake City (SLC),DL1024,415.59,3212.37
332,2022-12-31 00:17:00,2022-12-31 02:15:00,Salt Lake City (SLC),Los Angeles (LAX),DL978,561.07,3058.82
333,2022-12-30 21:05:00,2022-12-30 23:07:00,San Diego (SAN),Salt Lake City (SLC),DL2913,714.17,1573.85
334,2022-12-30 17:55:00,2022-12-30 19:55:00,Salt Lake City (SLC),San Diego (SAN),DL2913,458.75,1543.21
335,2022-12-30 11:40:00,2022-12-30 16:45:00,Orlando (MCO),Salt Lake City (SLC),DL770,512.8,2502.36
336,2022-12-30 00:50:00,2022-12-30 05:01:00,Salt Lake City (SLC),Orlando (MCO),DL1016,377.34,3173.71
337,2022-12-29 18:42:00,2022-12-29 23:40:00,Orlando (MCO),Salt Lake City (SLC),DL1504,617.85,1836.38
338,2022-12-29 14:30:00,2022-12-29 17:32:00,New York (LGA),Orlando (MCO),DL933,423.58,2912.97
339,2022-12-28 23:35:00,2022-12-28 02:10:00,Orlando (MCO),New York (LGA),DL2376,278.36,935.31
340,2022-12-28 19:10:00,2022-12-28 22:25:00,Minneapolis (MSP),Orlando (MCO),DL1169,723.54,884.5
341,2022-12-28 15:15:00,2022-12-28 18:00:00,Atlanta (ATL),Minneapolis (MSP),DL2262,714.29,1607.44
342,2022-12-28 12:00:00,2022-12-28 14:05:00,Houston (IAH),Atlanta (ATL),DL2053,584.53,3016.53
343,2022-12-28 03:46:00,2022-12-28 05:58:00,Atlanta (ATL),Houston (IAH),DL1687,713.34,2280.32
344,2022-12-27 22:50:00,2022-12-27 02:27:00,Salt Lake City (SLC),Atlanta (ATL),DL1213,392.96,1489.08
345,2022-12-27 16:40:00,2022-12-27 21:35:00,Orlando (MCO),Salt Lake City (SLC),DL1540,532.13,1169.05
346,2022-12-27 12:00:00,2022-12-27 15:30:00,Boston (BOS),Orlando (MCO),DL2854,714.19,2778.3
347,2022-12-27 01:00:00,2022-12-27 03:31:00,Atlanta (ATL),Boston (BOS),DL2990,270.29,804.21
348,2023-01-05 01:45:00,2023-01-05 04:24:00,Minneapolis (MSP),Philadelphia (PHL),DL2536,346.9,948.53
349,2023-01-04 20:55:00,2023-01-04 00:35:00,San Francisco (SFO),Minneapolis (MSP),DL1152,543.5,1205.6
350,2023-01-04 15:18:00,2023-01-04 19:44:00,Minneapolis (MSP),San Francisco (SFO),DL1152,599.43,1119.12
351,2023-01-04 12:00:00,2023-01-04 14:08:00,Indianapolis (IND),Minneapolis (MSP),DL2042,388.33,781.89
352,2023-01-04 02:25:00,2023-01-04 04:07:00,Minneapolis (MSP),Indianapolis (IND),DL2667,498.57,1120.41
353,2023-01-03 23:15:00,2023-01-03 01:15:00,Denver (DEN),Minneapolis (MSP),DL1318,406.4,2163.19
354,2023-01-03 18:45:00,2023-01-03 22:05:00,Atlanta (ATL),Denver (DEN),DL514,602.7,2872.81
355,2023-01-03 14:30:00,2023-01-03 17:33:00,Boston (BOS),Atlanta (ATL),DL1631,713.64,2168.54
356,2023-01-03 01:00:00,2023-01-03 03:31:00,Atlanta (ATL),Boston (BOS),DL2990,502.24,2194.9
357,2023-01-02 19:07:00,2023-01-02 22:10:00,Montego Bay (MBJ),Atlanta (ATL),DL1928,253.98,2823.34
358,2023-01-02 14:45:00,2023-01-02 17:37:00,Atlanta (ATL),Montego Bay (MBJ),DL1997,542.3,796.24
359,2023-01-02 07:55:00,2023-01-02 11:38:00,Las Vegas (LAS),Atlanta (ATL),DL403,336.08,3393.2
360,2023-01-02 02:07:00,2023-01-02 06:45:00,Atlanta (ATL),Las Vegas (LAS),DL2944,605.04,3102.95
361,2023-01-01 21:05:00,2023-01-01 00:12:00,Montego Bay (MBJ),Atlanta (ATL),DL1800,603.69,1241.49
362,2023-01-01 16:45:00,2023-01-01 19:34:00,Atlanta (ATL),Montego Bay (MBJ),DL1801,577.25,1553.41
363,2023-01-01 13:00:00,2023-01-01 15:15:00,Austin (AUS),Atlanta (ATL),DL2811,315.4,3459.31
364,2023-01-01 03:25:00,2023-01-01 05:56:00,Atlanta (ATL),Austin (AUS),DL2303,252.63,2916.44
365,2022-12-31 22:00:00,2022-12-31 01:10:00,Boston (BOS),Atlanta (ATL),DL1644,358.97,986.2
366,2022-12-31 19:00:00,2022-12-31 20:49:00,Detroit (DTW),Boston (BOS),DL2352,446.14,2635.66
367,2022-12-31 13:20:00,2022-12-31 17:50:00,Los Angeles (LAX),Detroit (DTW),DL1734,341.92,2773.79
368,2022-12-31 05:50:00,2022-12-31 07:57:00,Salt Lake City (SLC),Los Angeles (LAX),DL1049,398.1,1188.1
369,2022-12-31 01:51:00,2022-12-31 03:15:00,Las Vegas (LAS),Salt Lake City (SLC),DL1264,354.66,2746.04
370,2022-12-30 20:10:00,2022-12-30 00:41:00,Atlanta (ATL),Las Vegas (LAS),DL1160,517.59,2725.01
371,2022-12-30 16:10:00,2022-12-30 18:46:00,Minneapolis (MSP),Atlanta (ATL),DL2452,361.01,1411.28
372,2022-12-30 12:15:00,2022-12-30 15:00:00,Atlanta (ATL),Minneapolis (MSP),DL503,269.89,2629.92
373,2022-12-30 01:15:00,2022-12-30 04:26:00,Boston (BOS),Atlanta (ATL),DL2530,350.68,1731.27
374,2022-12-29 21:18:00,2022-12-29 00:05:00,Minneapolis (MSP),Boston (BOS),DL832,611.92,3170.49
375,2022-12-29 17:15:00,2022-12-29 19:54:00,Atlanta (ATL),Minneapolis (MSP),DL838,363.47,892.86
376,2022-12-29 13:15:00,2022-12-29 15:23:00,Milwaukee (MKE),Atlanta (ATL),DL1672,701.34,1452.2
377,2022-12-29 00:59:00,2022-12-29 03:01:00,Atlanta (ATL),Milwaukee (MKE),DL2185,660.35,928.24
378,2022-12-28 19:07:00,2022-12-28 22:10:00,Montego Bay (MBJ),Atlanta (ATL),DL1928,578.02,2917.81
379,2022-12-28 14:45:00,2022-12-28 17:37:00,Atlanta (ATL),Montego Bay (MBJ),DL1997,312.75,2972.66
380,2022-12-28 11:00:00,2022-12-28 12:57:00,Pittsburgh (PIT),Atlanta (ATL),DL2161,589.74,3136.26
381,2022-12-28 04:00:00,2022-12-28 05:36:00,Atlanta (ATL),Pittsburgh (PIT),DL2689,669.58,1752.6
382,2022-12-27 23:53:00,2022-12-27 02:49:00,Albuquerque (ABQ),Atlanta (ATL),DL2728,676.09,913.18
383,2022-12-27 19:21:00,2022-12-27 22:43:00,Atlanta (ATL),Albuquerque (ABQ),DL2728,713.3,2526.56
384,2022-12-27 16:31:00,2022-12-27 18:05:00,Raleigh-Durham (RDU),Atlanta (ATL),DL2836,295.7,1176.95
385,2022-12-27 14:00:00,2022-12-27 15:21:00,Atlanta (ATL),Raleigh-Durham (RDU),DL2836,330.07,2976.61
386,2022-12-27 08:34:00,2022-12-27 12:50:00,Los Angeles (LAX),Atlanta (ATL),DL2979,716.37,2677.42
387,2022-12-27 00:50:00,2022-12-27 04:55:00,Minneapolis (MSP),Los Angeles (LAX),DL2584,737.46,1095
388,2023-01-05 06:15:00,2023-01-05 07:40:00,Salt Lake City (SLC),Boise (BOI),DL2668,442.65,2595.08
389,2023-01-05 00:03:00,2023-01-05 05:05:00,Orlando (MCO),Salt Lake City (SLC),DL1065,702.17,1274.43
390,2023-01-04 18:40:00,2023-01-04 22:53:00,Salt Lake City (SLC),Orlando (MCO),DL1065,402.3,2301.72
391,2023-01-04 14:20:00,2023-01-04 17:24:00,Minneapolis (MSP),Salt Lake City (SLC),DL1009,326.24,3077.76
392,2023-01-04 00:51:00,2023-01-04 02:45:00,Indianapolis (IND),Minneapolis (MSP),DL2393,704.67,1458.55
393,2023-01-03 22:06:00,2023-01-03 23:41:00,Minneapolis (MSP),Indianapolis (IND),DL2393,391.08,1014.57
394,2023-01-03 17:15:00,2023-01-03 19:54:00,Atlanta (ATL),Minneapolis (MSP),DL838,477.04,1470.11
395,2023-01-03 12:45:00,2023-01-03 15:49:00,Denver (DEN),Atlanta (ATL),DL1001,641.27,1266.02
396,2023-01-02 23:40:00,2023-01-02 03:05:00,Atlanta (ATL),Denver (DEN),DL2249,724.85,2756.06
397,2023-01-02 18:35:00,2023-01-02 22:50:00,Los Angeles (LAX),Atlanta (ATL),DL321,330.28,3288.65
398,2023-01-02 12:15:00,2023-01-02 17:20:00,Atlanta (ATL),Los Angeles (LAX),DL412,268.28,2939.95
399,2023-01-02 00:39:00,2023-01-02 04:08:00,Phoenix (PHX),Atlanta (ATL),DL491,375.78,1886.62
400,2023-01-01 19:15:00,2023-01-01 23:29:00,Atlanta (ATL),Phoenix (PHX),DL491,315.61,3173.79
401,2023-01-01 14:15:00,2023-01-01 18:31:00,San Diego (SAN),Atlanta (ATL),DL820,297.87,2541.07
402,2023-01-01 00:45:00,2023-01-01 04:48:00,Minneapolis (MSP),San Diego (SAN),DL2969,385.63,2325.56
403,2022-12-31 19:51:00,2022-12-31 23:28:00,San Diego (SAN),Minneapolis (MSP),DL2762,281.58,2670.17
404,2022-12-31 13:30:00,2022-12-31 18:41:00,Detroit (DTW),San Diego (SAN),DL934,579.12,3459.31
405,2022-12-31 11:00:00,2022-12-31 12:16:00,Indianapolis (IND),Detroit (DTW),DL2307,715.84,859.18
406,2022-12-31 04:18:00,2022-12-31 05:29:00,Detroit (DTW),Indianapolis (IND),DL2406,464.38,3080.18
407,2022-12-31 00:40:00,2022-12-31 03:08:00,Boston (BOS),Detroit (DTW),DL2401,556.22,1653.35
408,2022-12-30 20:30:00,2022-12-30 23:30:00,Orlando (MCO),Boston (BOS),DL1559,343.8,1594.06
409,2022-12-30 16:10:00,2022-12-30 19:11:00,New York (LGA),Orlando (MCO),DL1260,372.04,1900.94
410,2022-12-30 12:20:00,2022-12-30 14:57:00,Orlando (MCO),New York (LGA),DL2398,392.14,2850.38
411,2022-12-30 06:55:00,2022-12-30 11:09:00,Salt Lake City (SLC),Orlando (MCO),DL721,497.6,1166.41
412,2022-12-30 00:59:00,2022-12-30 05:15:00,Detroit (DTW),Salt Lake City (SLC),DL1583,335.19,2931.71
413,2022-12-29 20:05:00,2022-12-29 23:03:00,Fort Myers (RSW),Detroit (DTW),DL2472,378.72,1170.81
414,2022-12-29 15:30:00,2022-12-29 18:31:00,Detroit (DTW),Fort Myers (RSW),DL2472,705.67,3206.61
415,2022-12-29 12:15:00,2022-12-29 14:12:00,Atlanta (ATL),Detroit (DTW),DL389,494.1,2284
416,2022-12-29 00:25:00,2022-12-29 04:15:00,Las Vegas (LAS),Atlanta (ATL),DL833,603,2741.83
417,2022-12-28 18:40:00,2022-12-28 23:13:00,Atlanta (ATL),Las Vegas (LAS),DL833,588.73,2773.74
418,2022-12-28 14:10:00,2022-12-28 17:09:00,Albuquerque (ABQ),Atlanta (ATL),DL1026,720.87,1542.15
419,2022-12-28 01:25:00,2022-12-28 04:52:00,Atlanta (ATL),Albuquerque (ABQ),DL2955,660.27,3080.19
420,2022-12-27 20:39:00,2022-12-27 00:08:00,Phoenix (PHX),Atlanta (ATL),DL2355,332.45,2157.24
421,2022-12-27 15:10:00,2022-12-27 19:29:00,Atlanta (ATL),Phoenix (PHX),DL2355,714.28,1560.24
422,2022-12-27 12:00:00,2022-12-27 14:05:00,Dallas (DFW),Atlanta (ATL),DL1647,617.85,2462.84
423,2022-12-27 03:30:00,2022-12-27 05:58:00,Atlanta (ATL),Dallas (DFW),DL1002,389.59,1560.23
424,2022-12-26 22:52:00,2022-12-26 01:02:00,Austin (AUS),Atlanta (ATL),DL2126,358.97,3437.87
425,2023-01-05 04:00:00,2023-01-05 06:31:00,Atlanta (ATL),Austin (AUS),DL2303,523.2,1839.26
426,2023-01-05 00:55:00,2023-01-05 02:49:00,West Palm Beach (PBI),Atlanta (ATL),DL1230,415.59,2076.14
427,2023-01-04 22:02:00,2023-01-04 23:45:00,Atlanta (ATL),West Palm Beach (PBI),DL1230,402.31,1904.41
428,2023-01-04 16:45:00,2023-01-04 20:41:00,Las Vegas (LAS),Atlanta (ATL),DL2610,317.61,2478.41
429,2023-01-04 11:15:00,2023-01-04 15:35:00,Cincinnati (CVG),Las Vegas (LAS),DL1042,433.72,3463.13
430,2023-01-04 06:24:00,2023-01-04 10:00:00,Las Vegas (LAS),Cincinnati (CVG),DL1180,635.17,2050.57
431,2023-01-04 01:05:00,2023-01-04 04:48:00,Minneapolis (MSP),Las Vegas (LAS),DL1172,561.75,3202.73
432,2023-01-03 21:30:00,2023-01-03 23:55:00,Bozeman (BZN),Minneapolis (MSP),DL2841,415.05,2706.89
433,2023-01-03 17:43:00,2023-01-03 20:20:00,Minneapolis (MSP),Bozeman (BZN),DL2841,288.96,1754.64
434,2023-01-03 13:00:00,2023-01-03 16:30:00,Boston (BOS),Minneapolis (MSP),DL779,713.34,2706.92
435,2023-01-03 00:45:00,2023-01-03 03:58:00,Fort Lauderdale (FLL),Boston (BOS),DL675,278.99,1976.91
436,2023-01-02 20:00:00,2023-01-02 23:32:00,Boston (BOS),Fort Lauderdale (FLL),DL675,664.22,2207.14
437,2023-01-02 16:15:00,2023-01-02 18:49:00,Atlanta (ATL),Boston (BOS),DL1709,692.51,3064.71
438,2023-01-02 13:00:00,2023-01-02 14:52:00,West Palm Beach (PBI),Atlanta (ATL),DL2124,281.58,2338.06
439,2023-01-01 23:45:00,2023-01-01 01:31:00,Atlanta (ATL),West Palm Beach (PBI),DL2243,423.58,2954.85
440,2023-01-01 19:30:00,2023-01-01 21:43:00,San Antonio (SAT),Atlanta (ATL),DL364,265.98,2401.07
441,2023-01-01 15:15:00,2023-01-01 17:54:00,Atlanta (ATL),San Antonio (SAT),DL364,736.39,946.67
442,2023-01-01 11:26:00,2023-01-01 13:39:00,Austin (AUS),Atlanta (ATL),DL1252,451.54,1899.87
443,2022-12-31 23:00:00,2022-12-31 01:34:00,Atlanta (ATL),Austin (AUS),DL2975,748.41,864.24
444,2022-12-31 18:46:00,2022-12-31 20:53:00,Austin (AUS),Atlanta (ATL),DL1168,518.33,1366.22
445,2022-12-31 14:50:00,2022-12-31 17:24:00,Atlanta (ATL),Austin (AUS),DL1168,418.14,1222.78
446,2022-12-31 11:21:00,2022-12-31 13:34:00,Austin (AUS),Atlanta (ATL),DL1252,669.58,1717.89
447,2022-12-31 02:40:00,2022-12-31 05:34:00,Los Angeles (LAX),Austin (AUS),DL2159,338.15,2833.98
448,2022-12-30 22:00:00,2022-12-30 01:30:00,Austin (AUS),Los Angeles (LAX),DL1337,413.26,1379.26
449,2022-12-30 16:57:00,2022-12-30 19:59:00,Los Angeles (LAX),Austin (AUS),DL1337,700.11,1760.49
450,2022-12-30 12:15:00,2022-12-30 15:47:00,Austin (AUS),Los Angeles (LAX),DL1165,264.14,3348.48
451,2022-12-30 00:26:00,2022-12-30 02:55:00,Atlanta (ATL),Austin (AUS),DL2370,387.42,755.66
452,2022-12-29 19:59:00,2022-12-29 22:12:00,San Antonio (SAT),Atlanta (ATL),DL2107,735.11,1085.92
453,2022-12-29 16:08:00,2022-12-29 18:49:00,Atlanta (ATL),San Antonio (SAT),DL2107,455.07,2123.56
