Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first	org_dest_code
190	2022-12-27 04:20:00	2022-12-27 08:05:00	St. Louis (STL)	Las Vegas (LAS)	WN3844	814.68	2937.02	6044.78	
191	2023-01-04 04:50:00	2023-01-04 06:50:00	Denver (DEN)	Tucson (TUS)	WN2402	1046.22	1100.43	7104	DEN_TUS
192	2023-01-04 00:55:00	2023-01-04 04:00:00	Birmingham (BHM)	Denver (DEN)	WN2402	1199.1	1952.72	5362.33	BHM_DEN
193	2023-01-03 22:50:00	2023-01-03 00:25:00	Orlando (MCO)	Birmingham (BHM)	WN2402	950.25	2949.73	5946.54	
194	2023-01-03 19:45:00	2023-01-03 22:25:00	Chicago (ORD)	Orlando (MCO)	WN818	668.9	3124.38	7083.56	ORD_MCO
195	2023-01-03 16:40:00	2023-01-03 19:00:00	Baltimore (BWI)	Chicago (ORD)	WN2076	1056.62	3629.5	7644.08	BWI_ORD
196	2023-01-03 14:20:00	2023-01-03 16:05:00	Chicago (MDW)	Baltimore (BWI)	WN1487	650.81	4007.56	5504.44	MDW_BWI
197	2023-01-03 11:00:00	2023-01-03 13:05:00	Rochester (ROC)	Chicago (MDW)	WN2336	714.42	1749.97	2615.55	
198	2023-01-03 02:05:00	2023-01-03 03:35:00	Chicago (MDW)	Rochester (ROC)	WN2764	179.65	1533.9	7919.39	MDW_ROC
199	2023-01-02 22:10:00	2023-01-02 00:50:00	New York (LGA)	Chicago (MDW)	WN1382	583.79	2736.7	3378.76	
200	2023-01-02 19:59:00	2023-01-02 21:26:00	Chicago (MDW)	New York (LGA)	WN9011	871.56	1078.67	4351.47	MDW_LGA
201	2023-01-02 19:25:00	2023-01-02 21:30:00	Chicago (MDW)	New York (LGA)	WN277	534.64	4073.76	5536.42	MDW_LGA
202	2023-01-02 12:10:00	2023-01-02 15:30:00	Phoenix (PHX)	Chicago (MDW)	WN2257	1019.53	2649.28	2912.24	
203	2023-01-02 03:55:00	2023-01-02 05:10:00	Ontario (ONT)	Phoenix (PHX)	WN989	1016.02	3289.4	6312.41	
204	2023-01-02 02:05:00	2023-01-02 03:20:00	Phoenix (PHX)	Ontario (ONT)	WN2641	870.03	860.64	3917.83	
205	2023-01-01 21:55:00	2023-01-01 00:35:00	Puerto Vallarta (PVR)	Phoenix (PHX)	WN1299	555.18	3037.86	4553.73	
206	2023-01-01 18:10:00	2023-01-01 21:00:00	Santa Ana (SNA)	Puerto Vallarta (PVR)	WN763	415.15	1842.28	4696.32	
207	2023-01-01 15:10:00	2023-01-01 16:35:00	Burbank (BUR)	Oakland (OAK)	WN794	1084.41	1404.02	3347.07	BUR_OAK
208	2023-01-01 15:10:00	2023-01-01 16:45:00	Sacramento (SMF)	Santa Ana (SNA)	WN714	256.65	4041.02	8496.32	
209	2023-01-01 04:35:00	2023-01-01 05:50:00	Sacramento (SMF)	Burbank (BUR)	WN3284	880.09	1000.33	2579.7	
210	2023-01-01 02:30:00	2023-01-01 04:00:00	Portland (PDX)	Sacramento (SMF)	WN1560	643.99	2778.39	7917.93	
211	2022-12-31 22:05:00	2022-12-31 01:55:00	Kansas City (MCI)	Portland (PDX)	WN1560	623.33	2315.26	5896.82	MCI_PDX
212	2022-12-31 19:45:00	2022-12-31 21:30:00	Nashville (BNA)	Kansas City (MCI)	WN1560	801.58	3055.84	2717.29	
213	2022-12-31 14:40:00	2022-12-31 19:00:00	San Jose (SJC)	Nashville (BNA)	WN1560	1163.08	3076.95	3206.97	
214	2022-12-31 04:55:00	2022-12-31 06:50:00	Phoenix (PHX)	San Jose (SJC)	WN3499	679.17	3271.59	7249.2	
215	2022-12-31 03:00:00	2022-12-31 04:15:00	San Diego (SAN)	Phoenix (PHX)	WN3283	358.06	778.35	5598.13	
216	2022-12-31 01:00:00	2022-12-31 02:20:00	San Jose (SJC)	San Diego (SAN)	WN3283	521.78	3103.07	6006.43	
217	2022-12-30 22:30:00	2022-12-30 00:15:00	Portland (PDX)	San Jose (SJC)	WN3283	426.64	924.28	5996.61	
218	2022-12-30 20:05:00	2022-12-30 21:35:00	Sacramento (SMF)	Portland (PDX)	WN888	889.54	1325.12	6637.42	
219	2022-12-30 18:10:00	2022-12-30 19:25:00	Santa Barbara (SBA)	Sacramento (SMF)	WN888	980.82	1089.35	5662.4	
220	2022-12-30 16:10:00	2022-12-30 17:30:00	Las Vegas (LAS)	Santa Barbara (SBA)	WN888	399.38	2225.34	8493.24	
221	2022-12-30 13:55:00	2022-12-30 15:10:00	Los Angeles (LAX)	Las Vegas (LAS)	WN238	1182.23	817.55	6403.69	
222	2022-12-29 23:40:00	2022-12-29 01:43:00	Seattle (SEA)	Los Angeles (LAX)	WN8615	1053.99	3893.57	5688.91	
223	2022-12-29 05:25:00	2022-12-29 08:10:00	Las Vegas (LAS)	Seattle (SEA)	WN2499	1164.81	2182.59	2709.72	
224	2022-12-29 00:35:00	2022-12-29 02:50:00	Indianapolis (IND)	Orlando (MCO)	WN313	415.48	1218.82	7703.64	IND_MCO
225	2022-12-28 21:35:00	2022-12-28 00:00:00	Sarasota (SRQ)	Indianapolis (IND)	WN2725	393.81	3698.07	4240.82	
226	2022-12-28 18:40:00	2022-12-28 21:00:00	Dallas (DAL)	Sarasota (SRQ)	WN1309	771.25	2707.52	6008.19	DAL_SRQ
227	2022-12-28 16:05:00	2022-12-28 17:55:00	Pensacola (PNS)	Dallas (DAL)	WN972	331.49	869.18	6367.29	
228	2022-12-28 14:00:00	2022-12-28 15:25:00	Nashville (BNA)	Pensacola (PNS)	WN972	1090.67	2865.45	6868.42	
229	2022-12-28 11:30:00	2022-12-28 13:05:00	Charleston (CHS)	Nashville (BNA)	WN972	371.56	1553.05	3602.43	CHS_BNA
230	2022-12-28 01:10:00	2022-12-28 02:50:00	Baltimore (BWI)	Charleston (CHS)	WN1190	1083.51	2268.33	7352.54	BWI_CHS
231	2022-12-27 23:00:00	2022-12-27 00:10:00	Windsor Locks (BDL)	Baltimore (BWI)	WN1190	1001.69	1477	7426.18	
232	2022-12-27 17:50:00	2022-12-27 19:30:00	Raleigh-Durham (RDU)	Nashville (BNA)	WN2241	630.07	2739.96	5736.72	
233	2023-01-05 01:20:00	2023-01-05 03:20:00	Denver (DEN)	Dallas (DAL)	WN2508	720.23	3592.4	3460.46	DEN_DAL
234	2023-01-04 20:25:00	2023-01-04 23:30:00	San Jose del Cabo (SJD)	Denver (DEN)	WN721	1168.17	3190.3	3081.56	
235	2023-01-04 16:20:00	2023-01-04 19:30:00	Denver (DEN)	San Jose del Cabo (SJD)	WN740	322.38	1871.69	7244.84	DEN_SJD
236	2023-01-04 13:20:00	2023-01-04 15:15:00	Las Vegas (LAS)	Denver (DEN)	WN739	866.29	1452.19	2531.97	LAS_DEN
237	2023-01-04 05:40:00	2023-01-04 07:00:00	San Jose (SJC)	Las Vegas (LAS)	WN148	499.27	2102.12	3748.38	
238	2023-01-04 03:50:00	2023-01-04 04:55:00	Burbank (BUR)	San Jose (SJC)	WN1931	832.82	1580.9	3367.28	BUR_SJC
239	2023-01-04 02:50:00	2023-01-04 05:45:00	Indianapolis (IND)	Denver (DEN)	WN2505	495.25	2971.9	4109.56	IND_DEN
240	2023-01-04 02:05:00	2023-01-04 03:15:00	San Jose (SJC)	Burbank (BUR)	WN1211	509.99	884.69	2570.98	
241	2023-01-04 00:35:00	2023-01-04 02:05:00	Atlanta (ATL)	Indianapolis (IND)	WN2505	1117.02	2951.5	3881.46	ATL_IND
242	2023-01-04 00:15:00	2023-01-04 01:25:00	Burbank (BUR)	San Jose (SJC)	WN1396	983.82	2111.32	6782.92	BUR_SJC
243	2023-01-03 22:25:00	2023-01-03 23:40:00	Las Vegas (LAS)	Burbank (BUR)	WN1396	859.31	4111.75	8304.42	LAS_BUR
244	2023-01-03 20:10:00	2023-01-03 21:45:00	San Francisco (SFO)	Las Vegas (LAS)	WN153	885.58	3315.57	6481.49	
245	2023-01-03 18:00:00	2023-01-03 19:35:00	Las Vegas (LAS)	San Francisco (SFO)	WN158	677.34	1785.01	6850.83	LAS_SFO
246	2023-01-03 15:45:00	2023-01-03 17:10:00	Reno (RNO)	Las Vegas (LAS)	WN320	737.04	2617.96	2858.27	
247	2023-01-03 13:50:00	2023-01-03 15:10:00	Las Vegas (LAS)	Reno (RNO)	WN1387	574.11	3273.55	6668.05	LAS_RNO
248	2023-01-03 04:35:00	2023-01-03 08:50:00	Nashville (BNA)	Las Vegas (LAS)	WN3011	956.01	1583.13	6760.8	
249	2023-01-03 03:00:00	2023-01-03 05:05:00	Baltimore (BWI)	Nashville (BNA)	WN3304	210.58	3616.37	3925.82	BWI_BNA
250	2023-01-03 00:40:00	2023-01-03 02:25:00	Atlanta (ATL)	Baltimore (BWI)	WN3498	225.14	2033.35	4524.21	ATL_BWI
251	2023-01-02 22:35:00	2023-01-02 00:05:00	St. Louis (STL)	Atlanta (ATL)	WN3498	216.28	1011.53	8164.33	
252	2023-01-02 19:35:00	2023-01-02 21:55:00	Washington (DCA)	St. Louis (STL)	WN245	1098.04	4136.58	3795.22	
253	2023-01-02 16:50:00	2023-01-02 19:00:00	Orlando (MCO)	Washington (DCA)	WN245	205.25	4139.88	5019.24	
254	2023-01-02 14:40:00	2023-01-02 15:50:00	Fort Lauderdale (FLL)	Orlando (MCO)	WN245	1142.87	1460.29	6098.09	FLL_MCO
255	2023-01-02 11:15:00	2023-01-02 13:55:00	Columbus (CMH)	Fort Lauderdale (FLL)	WN245	479.58	4167.85	5262.13	CMH_FLL
256	2023-01-02 01:40:00	2023-01-02 03:50:00	Tampa (TPA)	Columbus (CMH)	WN551	1014.07	2975.62	7879.97	
257	2023-01-01 23:55:00	2023-01-01 01:00:00	Fort Lauderdale (FLL)	Tampa (TPA)	WN551	511.75	2650.3	3659.16	FLL_TPA
258	2023-01-01 20:15:00	2023-01-01 23:00:00	Baltimore (BWI)	Fort Lauderdale (FLL)	WN551	1099.92	3079.33	8255.67	BWI_FLL
259	2023-01-01 17:30:00	2023-01-01 19:45:00	Tampa (TPA)	Baltimore (BWI)	WN4008	1032.86	2438.4	8042.73	
260	2023-01-01 14:15:00	2023-01-01 16:45:00	Baltimore (BWI)	Tampa (TPA)	WN2538	390.26	2087.86	7860.12	BWI_TPA
261	2023-01-01 11:25:00	2023-01-01 13:35:00	Orlando (MCO)	Baltimore (BWI)	WN1798	915.72	1788.02	5456.98	
262	2023-01-01 01:40:00	2023-01-01 03:15:00	Atlanta (ATL)	Orlando (MCO)	WN1516	164.64	2140.86	4779	ATL_MCO
263	2022-12-31 22:45:00	2022-12-31 00:50:00	Omaha (OMA)	Atlanta (ATL)	WN1516	474.58	3114.27	4529.64	
264	2022-12-31 18:55:00	2022-12-31 22:10:00	Orlando (MCO)	Omaha (OMA)	WN1938	174.31	1968.86	6652.43	
265	2022-12-31 16:15:00	2022-12-31 18:15:00	Memphis (MEM)	Orlando (MCO)	WN1594	962.02	2365.17	7378.87	
266	2022-12-31 13:40:00	2022-12-31 15:45:00	Orlando (MCO)	Memphis (MEM)	WN859	1128.34	4029.78	4396.2	
267	2022-12-31 10:10:00	2022-12-31 13:05:00	Islip (ISP)	Orlando (MCO)	WN859	629.97	3710.35	4163.13	ISP_MCO
268	2022-12-31 04:15:00	2022-12-31 05:15:00	Baltimore (BWI)	Islip (ISP)	WN2713	865.08	4073.86	7893.44	BWI_ISP
269	2022-12-31 01:30:00	2022-12-31 03:15:00	Chicago (ORD)	Baltimore (BWI)	WN2713	912.41	969.18	3353.95	ORD_BWI
270	2022-12-30 23:00:00	2022-12-30 00:50:00	Nashville (BNA)	Chicago (ORD)	WN2713	380.73	3909.47	2809.64	
271	2022-12-30 19:45:00	2022-12-30 21:50:00	Baltimore (BWI)	Nashville (BNA)	WN1689	639.91	3875.77	2796.65	BWI_BNA
272	2022-12-30 17:30:00	2022-12-30 18:45:00	Syracuse (SYR)	Baltimore (BWI)	WN1689	575.29	2700.99	3708.6	
273	2022-12-30 15:40:00	2022-12-30 16:55:00	Baltimore (BWI)	Syracuse (SYR)	WN2821	651.69	970.3	3629.02	BWI_SYR
274	2022-12-30 12:40:00	2022-12-30 15:05:00	Kansas City (MCI)	Baltimore (BWI)	WN2821	710.28	2854.48	7540.84	MCI_BWI
275	2022-12-29 04:05:00	2022-12-29 05:55:00	Houston (HOU)	Nashville (BNA)	WN3053	166.63	1447.2	4273.43	HOU_BNA
276	2022-12-29 02:55:00	2022-12-29 05:25:00	Las Vegas (LAS)	San Antonio (SAT)	WN1415	466.65	835.02	5395.58	LAS_SAT
277	2022-12-29 01:55:00	2022-12-29 03:15:00	Oklahoma City (OKC)	Houston (HOU)	WN3053	997.51	1651.97	4969.99	
278	2022-12-28 23:50:00	2022-12-28 01:20:00	Denver (DEN)	Oklahoma City (OKC)	WN3053	895.42	2604.53	7451.91	DEN_OKC
279	2022-12-28 19:50:00	2022-12-28 21:20:00	Denver (DEN)	Kansas City (MCI)	WN1951	1035.33	1645.87	8444.58	DEN_MCI
280	2022-12-28 19:25:00	2022-12-28 22:15:00	Denver (DEN)	Portland (PDX)	WN3303	417.16	1723.54	7717.23	DEN_PDX
281	2022-12-28 17:35:00	2022-12-28 19:45:00	Richmond (RIC)	Chicago (MDW)	WN3394	681.24	1292.93	4127.63	
282	2022-12-28 16:25:00	2022-12-28 18:45:00	Austin (AUS)	Denver (DEN)	WN3303	525.61	3175.31	5600.63	AUS_DEN
283	2022-12-28 15:45:00	2022-12-28 16:55:00	Las Vegas (LAS)	Los Angeles (LAX)	WN516	924.27	2630.97	7541.13	LAS_LAX
284	2022-12-28 15:25:00	2022-12-28 17:00:00	Atlanta (ATL)	Richmond (RIC)	WN2262	658.64	1861.73	7162.29	ATL_RIC
285	2022-12-28 14:25:00	2022-12-28 15:20:00	Houston (HOU)	Austin (AUS)	WN3476	859.13	2166.32	5177.56	HOU_AUS
286	2022-12-28 12:05:00	2022-12-28 15:00:00	San Antonio (SAT)	Las Vegas (LAS)	WN516	972.22	2809.76	6101.48	
287	2022-12-28 04:20:00	2022-12-28 05:30:00	Dallas (DAL)	San Antonio (SAT)	WN173	852.8	3045.83	5639.31	DAL_SAT
288	2022-12-28 02:50:00	2022-12-28 05:45:00	Chicago (ORD)	Denver (DEN)	WN4839	988.4	1838.31	7686.61	ORD_DEN
289	2022-12-28 00:20:00	2022-12-28 03:45:00	San Jose (SJC)	Dallas (DAL)	WN173	316.21	1991.99	3103.12	
290	2022-12-27 23:40:00	2022-12-27 02:05:00	Dallas (DAL)	Chicago (ORD)	WN3369	427.15	3988.66	5757.98	DAL_ORD
291	2022-12-27 23:00:00	2022-12-27 00:15:00	Dallas (DAL)	Houston (HOU)	WN43	882.65	3679.28	4279.66	DAL_HOU
292	2022-12-27 19:50:00	2022-12-27 21:55:00	Montrose (MTJ)	Dallas (DAL)	WN533	161.28	4178.92	4140.81	
293	2022-12-27 16:30:00	2022-12-27 17:30:00	Denver (DEN)	Montrose (MTJ)	WN3751	182.56	1498.72	4707.63	DEN_MTJ
294	2022-12-27 15:05:00	2022-12-27 17:15:00	Columbus (CMH)	Orlando (MCO)	WN503	407.57	3958.07	6400.15	CMH_MCO
295	2022-12-27 11:05:00	2022-12-27 14:10:00	Nashville (BNA)	Denver (DEN)	WN2989	823.38	3955.55	8165.03	
296	2022-12-27 03:20:00	2022-12-27 04:55:00	Nashville (BNA)	Detroit (DTW)	WN404	723.38	2238.94	2895.42	
297	2022-12-27 00:20:00	2022-12-27 01:45:00	Panama City (ECP)	Nashville (BNA)	WN1553	1126.19	3209.16	4007.24	
298	2023-01-04 04:15:00	2023-01-04 05:40:00	El Paso (ELP)	Austin (AUS)	WN1277	665.29	2328.72	2962	ELP_AUS
299	2023-01-04 01:50:00	2023-01-04 03:40:00	Dallas (DAL)	El Paso (ELP)	WN2934	904.66	2886.28	8127.2	DAL_ELP
300	2023-01-04 00:15:00	2023-01-04 01:15:00	Austin (AUS)	Dallas (DAL)	WN2934	994.18	3667.99	7982.69	AUS_DAL
301	2023-01-03 22:25:00	2023-01-03 23:35:00	Dallas (DAL)	Austin (AUS)	WN3137	827.32	3378.54	6471.74	DAL_AUS
302	2023-01-03 20:30:00	2023-01-03 21:40:00	Houston (IAH)	Dallas (DAL)	WN3052	818.23	1332.22	8420.45	IAH_DAL
303	2023-01-03 17:20:00	2023-01-03 19:45:00	Denver (DEN)	Houston (IAH)	WN3052	516.8	1986.59	8232.2	DEN_IAH
304	2023-01-03 13:10:00	2023-01-03 15:45:00	Houston (HOU)	Denver (DEN)	WN2228	709.47	3981.76	4486.89	HOU_DEN
305	2023-01-03 11:25:00	2023-01-03 12:20:00	San Antonio (SAT)	Houston (HOU)	WN2228	1099.76	4045.01	6538.49	
306	2023-01-03 02:45:00	2023-01-03 06:30:00	Baltimore (BWI)	San Antonio (SAT)	WN2646	928.91	2416.54	5544.48	BWI_SAT
307	2023-01-02 19:35:00	2023-01-02 22:00:00	West Palm Beach (PBI)	Baltimore (BWI)	WN3478	1190.62	2414.37	4514.06	
308	2023-01-02 16:15:00	2023-01-02 18:50:00	Baltimore (BWI)	West Palm Beach (PBI)	WN446	369.37	1635.86	4551.04	BWI_PBI
309	2023-01-02 13:25:00	2023-01-02 15:35:00	Orlando (MCO)	Baltimore (BWI)	WN1790	751.91	4061.63	7693.09	
310	2023-01-01 22:20:00	2023-01-01 01:50:00	Denver (DEN)	Orlando (MCO)	WN3247	693.31	3821.96	6900.67	DEN_MCO
311	2023-01-01 19:10:00	2023-01-01 21:25:00	Burbank (BUR)	Denver (DEN)	WN241	965.93	1631.36	7735.26	BUR_DEN
312	2023-01-01 17:05:00	2023-01-01 18:20:00	San Jose (SJC)	Burbank (BUR)	WN241	339.73	3668.61	3773.51	
313	2023-01-01 15:00:00	2023-01-01 16:30:00	San Diego (SAN)	San Jose (SJC)	WN2555	875.4	747.33	3017.32	
314	2023-01-01 01:10:00	2023-01-01 02:35:00	Sacramento (SMF)	San Diego (SAN)	WN3020	816.28	2771.64	6671.78	
315	2022-12-31 22:50:00	2022-12-31 00:15:00	Los Angeles (LAX)	Sacramento (SMF)	WN1990	641.05	3107.33	7716.46	
316	2022-12-31 19:20:00	2022-12-31 21:55:00	Denver (DEN)	Los Angeles (LAX)	WN1990	1189.71	3549.6	6922.39	DEN_LAX
317	2022-12-31 16:30:00	2022-12-31 18:20:00	Phoenix (PHX)	Denver (DEN)	WN3567	288.64	3670.47	4436.22	
318	2022-12-31 13:55:00	2022-12-31 15:55:00	Oakland (OAK)	Phoenix (PHX)	WN3567	820.94	1000.1	4973.73	
319	2022-12-31 04:15:00	2022-12-31 05:45:00	San Diego (SAN)	Oakland (OAK)	WN2788	1143.75	899.33	2745.28	
320	2022-12-31 02:00:00	2022-12-31 03:30:00	Sacramento (SMF)	San Diego (SAN)	WN388	801.26	1859.84	6350.67	
321	2022-12-30 23:30:00	2022-12-30 01:15:00	Seattle (SEA)	Sacramento (SMF)	WN388	1014.64	1139.88	7163.72	
322	2022-12-30 19:45:00	2022-12-30 22:45:00	Denver (DEN)	Seattle (SEA)	WN388	599.43	2470.11	3439.14	DEN_SEA
323	2022-12-30 16:50:00	2022-12-30 19:15:00	San Diego (SAN)	Denver (DEN)	WN1483	1176.69	2921.07	8409.04	
324	2022-12-30 14:40:00	2022-12-30 16:15:00	Oakland (OAK)	San Diego (SAN)	WN2501	897.01	1060.94	4262.58	
325	2022-12-29 03:40:00	2022-12-29 05:05:00	Oakland (OAK)	Long Beach (LGB)	WN472	1139.78	1384.99	3304.38	
326	2022-12-29 03:20:00	2022-12-29 04:55:00	Nashville (BNA)	Detroit (DTW)	WN404	1198.39	3923.4	7121.73	
327	2022-12-29 01:35:00	2022-12-29 03:00:00	Santa Ana (SNA)	Oakland (OAK)	WN938	713.66	1316.62	7239.52	
328	2022-12-28 22:30:00	2022-12-28 00:05:00	Boston (BOS)	Baltimore (BWI)	WN1941	728.16	3569.88	4176.86	BOS_BWI
329	2022-12-28 19:25:00	2022-12-28 21:50:00	Nashville (BNA)	Boston (BOS)	WN211	198.45	2299.3	4795.6	
330	2022-12-28 16:55:00	2022-12-28 18:45:00	Houston (IAH)	Nashville (BNA)	WN211	484.12	3691.11	8239.71	IAH_BNA
331	2022-12-28 16:25:00	2022-12-28 18:30:00	Washington (DCA)	Milwaukee (MKE)	WN938	516.53	3994.78	4198.05	
332	2022-12-28 15:25:00	2022-12-28 17:00:00	Las Vegas (LAS)	Oakland (OAK)	WN1247	923.72	1252.16	7293.67	LAS_OAK
333	2022-12-28 13:35:00	2022-12-28 16:20:00	Chicago (MDW)	Houston (IAH)	WN3503	950.1	3464.24	3074.35	MDW_IAH
334	2022-12-28 11:20:00	2022-12-28 12:35:00	Grand Rapids (GRR)	Chicago (MDW)	WN3503	789.78	1672.12	2753.13	GRR_MDW
335	2022-12-28 11:10:00	2022-12-28 12:20:00	Harlingen (HRL)	Houston (HOU)	WN938	425.89	736.36	4573.49	HRL_HOU
336	2022-12-28 04:50:00	2022-12-28 05:40:00	Chicago (MDW)	Grand Rapids (GRR)	WN1394	562.23	1427.61	4251.44	MDW_GRR
337	2022-12-28 02:30:00	2022-12-28 05:30:00	Austin (AUS)	Las Vegas (LAS)	WN3431	1093.14	3229.11	8469.08	AUS_LAS
338	2022-12-28 02:05:00	2022-12-28 04:10:00	Baltimore (BWI)	Chicago (MDW)	WN1394	195.5	3311.78	2997.49	BWI_MDW
339	2022-12-27 23:45:00	2022-12-27 01:20:00	Savannah (SAV)	Baltimore (BWI)	WN1394	178.19	929.54	7630.25	
340	2023-01-05 01:00:00	2023-01-05 03:30:00	Seattle (SEA)	Las Vegas (LAS)	WN2255	1015.43	3114.98	5959.02	
341	2023-01-04 22:15:00	2023-01-04 00:20:00	Oakland (OAK)	Seattle (SEA)	WN899	723.28	2143.42	2819.89	
342	2023-01-04 20:15:00	2023-01-04 21:35:00	Burbank (BUR)	Oakland (OAK)	WN899	1047.53	3930.84	2926.95	BUR_OAK
343	2023-01-04 18:30:00	2023-01-04 19:40:00	Sacramento (SMF)	Burbank (BUR)	WN2953	553.77	807.86	7435.56	
344	2023-01-04 16:30:00	2023-01-04 17:55:00	Ontario (ONT)	Sacramento (SMF)	WN3069	385.53	3897.55	3881.15	
345	2023-01-04 13:45:00	2023-01-04 15:10:00	Sacramento (SMF)	Ontario (ONT)	WN700	1024.54	984.05	5785.54	
346	2023-01-04 04:30:00	2023-01-04 05:55:00	Long Beach (LGB)	Sacramento (SMF)	WN824	517.96	838.75	4626.52	
347	2023-01-04 01:20:00	2023-01-04 03:55:00	Denver (DEN)	Long Beach (LGB)	WN824	568.26	1676.52	3639.24	DEN_LGB
348	2023-01-03 20:40:00	2023-01-03 00:35:00	Washington (IAD)	Denver (DEN)	WN824	254.11	2745.34	5229.85	
349	2023-01-03 18:15:00	2023-01-03 20:00:00	Chicago (MDW)	Washington (IAD)	WN1860	889.74	3897.33	7295.92	MDW_IAD
350	2023-01-03 15:50:00	2023-01-03 17:30:00	Memphis (MEM)	Chicago (MDW)	WN1860	957.18	1545.37	3865.92	
351	2023-01-03 13:50:00	2023-01-03 15:15:00	Atlanta (ATL)	Memphis (MEM)	WN1860	259.66	3728.45	4218.89	ATL_MEM
352	2023-01-03 12:15:00	2023-01-03 13:45:00	Chicago (MDW)	Minneapolis (MSP)	WN3475	804.64	2573.23	6973.68	MDW_MSP
353	2023-01-03 11:05:00	2023-01-03 13:05:00	Washington (DCA)	Atlanta (ATL)	WN1860	1082.9	2084.97	7104.24	
354	2023-01-03 03:15:00	2023-01-03 04:55:00	Chicago (MDW)	Washington (DCA)	WN2669	415	3836.91	5689.74	MDW_DCA
355	2023-01-02 19:55:00	2023-01-02 22:05:00	Dallas (DAL)	Chicago (MDW)	WN2850	1185	1668.2	4825.7	DAL_MDW
356	2023-01-02 16:40:00	2023-01-02 19:10:00	Phoenix (PHX)	Dallas (DAL)	WN2850	870.77	3229.83	7439.39	
357	2023-01-02 14:30:00	2023-01-02 15:55:00	San Diego (SAN)	Phoenix (PHX)	WN2850	480.14	2093.34	2762.65	
358	2023-01-02 05:35:00	2023-01-02 07:00:00	Oakland (OAK)	San Diego (SAN)	WN1083	913	880.46	5272.25	
359	2023-01-02 03:35:00	2023-01-02 05:00:00	Santa Ana (SNA)	Oakland (OAK)	WN2325	687.32	4071.83	7180.03	
360	2023-01-02 01:30:00	2023-01-02 02:55:00	Sacramento (SMF)	Santa Ana (SNA)	WN2088	877.89	3467.16	2632.87	
361	2023-01-01 22:45:00	2023-01-01 00:50:00	Phoenix (PHX)	Sacramento (SMF)	WN2087	586.08	3947.33	3321.33	
362	2023-01-01 20:15:00	2023-01-01 22:05:00	San Jose (SJC)	Phoenix (PHX)	WN3246	741.33	2724.49	6474.16	
363	2023-01-01 18:00:00	2023-01-01 19:35:00	San Diego (SAN)	San Jose (SJC)	WN2450	564.56	3678.2	3094.88	
364	2023-01-01 16:00:00	2023-01-01 17:25:00	San Jose (SJC)	San Diego (SAN)	WN864	769.12	1773.71	4245.46	
365	2023-01-01 14:05:00	2023-01-01 15:25:00	Ontario (ONT)	San Jose (SJC)	WN1984	397.23	3460.82	7313.32	
366	2022-12-31 22:30:00	2022-12-31 01:40:00	Austin (AUS)	Ontario (ONT)	WN3059	1180.73	4022.5	2842.68	AUS_ONT
367	2022-12-31 19:40:00	2022-12-31 21:45:00	Denver (DEN)	Austin (AUS)	WN3206	1032.25	3553.27	6497.33	DEN_AUS
368	2022-12-31 17:10:00	2022-12-31 19:00:00	El Paso (ELP)	Denver (DEN)	WN4433	883.02	2776.03	6624.33	ELP_DEN
369	2022-12-31 14:30:00	2022-12-31 16:35:00	Houston (HOU)	El Paso (ELP)	WN4433	269.46	4085.75	6599.65	HOU_ELP
370	2022-12-31 11:45:00	2022-12-31 13:35:00	Memphis (MEM)	Houston (HOU)	WN4433	953.14	2144.63	3837.59	
371	2022-12-31 01:30:00	2022-12-31 02:50:00	Atlanta (ATL)	Memphis (MEM)	WN2776	516.72	2462.89	4386.94	ATL_MEM
372	2022-12-30 01:25:00	2022-12-30 03:20:00	Baltimore (BWI)	Atlanta (ATL)	WN792	412.87	1649.73	8301.73	BWI_ATL
373	2022-12-29 20:45:00	2022-12-29 22:25:00	Chicago (MDW)	Baltimore (BWI)	WN2019	455.55	1074.87	7108.73	MDW_BWI
374	2022-12-29 15:50:00	2022-12-29 19:55:00	Seattle (SEA)	Chicago (MDW)	WN2019	491.66	1399.45	8343.27	
375	2022-12-29 13:00:00	2022-12-29 15:15:00	Oakland (OAK)	Seattle (SEA)	WN2019	939.36	2168.28	3527.59	
376	2022-12-29 06:00:00	2022-12-29 07:40:00	Denver (DEN)	El Paso (ELP)	WN4233	586.68	2519.22	3902.25	DEN_ELP
377	2022-12-29 03:00:00	2022-12-29 05:10:00	Santa Ana (SNA)	Denver (DEN)	WN3188	479.1	4146.57	5300.87	
378	2022-12-29 00:55:00	2022-12-29 02:20:00	Sacramento (SMF)	Santa Ana (SNA)	WN3188	622.48	3876.42	3795.09	
379	2022-12-28 22:50:00	2022-12-28 00:15:00	Burbank (BUR)	Sacramento (SMF)	WN2385	681.12	1059.83	3956.69	BUR_SMF
380	2022-12-28 20:55:00	2022-12-28 22:10:00	Reno (RNO)	Burbank (BUR)	WN2571	176.76	3172.12	3461.61	
381	2022-12-28 18:40:00	2022-12-28 20:15:00	San Diego (SAN)	Reno (RNO)	WN2340	603.99	2918.23	4978.97	
382	2022-12-28 16:30:00	2022-12-28 17:50:00	San Jose (SJC)	San Diego (SAN)	WN3282	900.3	2357.71	6006	
