Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first
204	2022-12-27 17:13:00	2022-12-27 20:17:00	Boston (BOS)	Atlanta (ATL)	DL357	494.1	1679.11	6680.34
205	2022-12-27 13:30:00	2022-12-27 16:03:00	Atlanta (ATL)	Boston (BOS)	DL415	348.19	3274.34	5472.51
206	2022-12-27 01:45:00	2022-12-27 04:27:00	Minneapolis (MSP)	Atlanta (ATL)	DL907	318.54	3261.77	7845.66
207	2022-12-26 23:15:00	2022-12-26 01:15:00	Denver (DEN)	Minneapolis (MSP)	DL1318	253.99	2045.44	3889.31
208	2023-01-05 00:50:00	2023-01-05 05:01:00	Salt Lake City (SLC)	Orlando (MCO)	DL1016	360.79	1053.85	6248.98
209	2023-01-04 18:42:00	2023-01-04 23:40:00	Orlando (MCO)	Salt Lake City (SLC)	DL1504	437.24	2606.41	4798.49
210	2023-01-04 14:30:00	2023-01-04 17:32:00	New York (LGA)	Orlando (MCO)	DL933	409.15	3459.33	4899.75
211	2023-01-04 02:49:00	2023-01-04 04:39:00	Detroit (DTW)	New York (LGA)	DL888	267.54	2002.05	9920.21
212	2023-01-03 22:10:00	2023-01-03 01:39:00	Salt Lake City (SLC)	Detroit (DTW)	DL1327	749.74	3080.62	7456.78
213	2023-01-03 16:45:00	2023-01-03 21:00:00	Atlanta (ATL)	Salt Lake City (SLC)	DL391	340.34	961.82	8741.11
214	2023-01-03 13:15:00	2023-01-03 15:23:00	Milwaukee (MKE)	Atlanta (ATL)	DL1672	277.47	2157.27	6345.29
215	2023-01-03 00:59:00	2023-01-03 03:01:00	Atlanta (ATL)	Milwaukee (MKE)	DL2185	633.25	951.64	4106.69
216	2023-01-02 19:59:00	2023-01-02 23:46:00	Bozeman (BZN)	Atlanta (ATL)	DL2469	748.2	1746.72	3288.06
217	2023-01-02 14:29:00	2023-01-02 18:48:00	Atlanta (ATL)	Bozeman (BZN)	DL2469	353.85	1011.5	8782.14
218	2023-01-02 12:00:00	2023-01-02 13:19:00	Memphis (MEM)	Atlanta (ATL)	DL1648	424.06	3221.71	5784.07
219	2023-01-02 03:30:00	2023-01-02 04:54:00	Atlanta (ATL)	Memphis (MEM)	DL2485	268.71	1048.71	4710.92
220	2023-01-01 19:04:00	2023-01-01 22:56:00	Las Vegas (LAS)	Atlanta (ATL)	DL419	697.75	2484.66	8671.62
221	2023-01-01 13:20:00	2023-01-01 17:54:00	Atlanta (ATL)	Las Vegas (LAS)	DL419	666.01	2141.7	5822.29
222	2023-01-01 00:35:00	2023-01-01 04:15:00	Salt Lake City (SLC)	Atlanta (ATL)	DL1217	546.59	3089.53	5338.28
223	2022-12-31 19:10:00	2022-12-31 23:25:00	Atlanta (ATL)	Salt Lake City (SLC)	DL2599	584.72	1836.38	9388.45
224	2022-12-31 16:07:00	2022-12-31 18:00:00	West Palm Beach (PBI)	Atlanta (ATL)	DL1379	704.23	2823.38	5422.84
225	2022-12-31 13:10:00	2022-12-31 14:57:00	Atlanta (ATL)	West Palm Beach (PBI)	DL1379	341.92	2399.56	7635.18
226	2022-12-31 07:55:00	2022-12-31 11:38:00	Las Vegas (LAS)	Atlanta (ATL)	DL403	275.54	916.77	9030.93
227	2022-12-31 02:07:00	2022-12-31 06:45:00	Atlanta (ATL)	Las Vegas (LAS)	DL2944	265.98	2773.76	6768.82
228	2022-12-30 21:55:00	2022-12-30 00:30:00	Minneapolis (MSP)	Atlanta (ATL)	DL426	647.02	2615.74	9177.8
229	2022-12-30 17:20:00	2022-12-30 20:45:00	Boston (BOS)	Minneapolis (MSP)	DL781	594.02	1452.19	5834.01
230	2022-12-30 13:15:00	2022-12-30 16:10:00	Minneapolis (MSP)	Boston (BOS)	DL909	635.12	2335.31	8642.5
231	2022-12-30 08:20:00	2022-12-30 12:03:00	Los Angeles (LAX)	Minneapolis (MSP)	DL1099	316.51	2214.84	5571.48
232	2022-12-30 02:00:00	2022-12-30 07:04:00	Atlanta (ATL)	Los Angeles (LAX)	DL2331	326.24	3080.17	9672.59
233	2022-12-29 21:55:00	2022-12-29 00:30:00	Minneapolis (MSP)	Atlanta (ATL)	DL426	283.06	2076.11	8989.34
234	2022-12-29 17:20:00	2022-12-29 20:45:00	Boston (BOS)	Minneapolis (MSP)	DL781	736.12	856.76	7361.42
235	2022-12-29 13:15:00	2022-12-29 16:10:00	Minneapolis (MSP)	Boston (BOS)	DL909	556.7	2608.76	7028.81
236	2022-12-28 11:10:00	2022-12-28 14:50:00	Orlando (MCO)	Minneapolis (MSP)	DL1319	720.84	1660.16	5741.85
237	2022-12-28 00:59:00	2022-12-28 04:35:00	Boston (BOS)	Orlando (MCO)	DL1473	535.22	2848.95	9158.09
238	2022-12-27 21:18:00	2022-12-27 23:49:00	Atlanta (ATL)	Boston (BOS)	DL1214	592.42	961.75	8461.23
239	2022-12-27 18:15:00	2022-12-27 20:08:00	West Palm Beach (PBI)	Atlanta (ATL)	DL2314	431.74	2207.09	7249.05
240	2022-12-27 15:12:00	2022-12-27 17:05:00	Atlanta (ATL)	West Palm Beach (PBI)	DL2314	643.56	752.77	4173.44
241	2022-12-27 12:00:00	2022-12-27 14:02:00	Milwaukee (MKE)	Atlanta (ATL)	DL2723	371.08	1560.23	5267.91
242	2022-12-27 03:57:00	2022-12-27 05:59:00	Atlanta (ATL)	Milwaukee (MKE)	DL1680	325.46	1942.2	8296.04
243	2022-12-27 00:55:00	2022-12-27 02:49:00	West Palm Beach (PBI)	Atlanta (ATL)	DL1230	617.85	1297.91	8083.24
244	2022-12-26 22:02:00	2022-12-26 23:45:00	Atlanta (ATL)	West Palm Beach (PBI)	DL1230	349.77	3411.89	4978.85
245	2023-01-05 02:55:00	2023-01-05 04:58:00	Atlanta (ATL)	Buffalo (BUF)	DL2030	263.9	2881.62	7057.17
246	2023-01-04 23:22:00	2023-01-04 01:44:00	Buffalo (BUF)	Atlanta (ATL)	DL1507	376.93	910.05	6447.02
247	2023-01-04 20:14:00	2023-01-04 22:12:00	Atlanta (ATL)	Buffalo (BUF)	DL1507	736.11	1031.6	6453.18
248	2023-01-04 14:15:00	2023-01-04 18:31:00	San Diego (SAN)	Atlanta (ATL)	DL820	680.33	1898.53	9228.21
249	2023-01-03 20:45:00	2023-01-03 01:35:00	Atlanta (ATL)	San Diego (SAN)	DL1173	476.26	2753.36	8762.45
250	2023-01-03 17:18:00	2023-01-03 19:35:00	Buffalo (BUF)	Atlanta (ATL)	DL2028	674.83	2269.2	6825.22
251	2023-01-03 14:07:00	2023-01-03 16:08:00	Atlanta (ATL)	Buffalo (BUF)	DL2028	601.24	2434.85	3838.29
252	2023-01-03 11:00:00	2023-01-03 12:57:00	Pittsburgh (PIT)	Atlanta (ATL)	DL2161	333.6	1083.72	5841.85
253	2023-01-03 04:00:00	2023-01-03 05:36:00	Atlanta (ATL)	Pittsburgh (PIT)	DL2689	286.13	951.64	5474.75
254	2023-01-03 00:42:00	2023-01-03 02:50:00	Austin (AUS)	Atlanta (ATL)	DL1078	708.29	1709.29	6267.47
255	2023-01-02 21:05:00	2023-01-02 23:32:00	Atlanta (ATL)	Austin (AUS)	DL1078	579.91	2716.75	3781.84
256	2023-01-02 17:13:00	2023-01-02 20:17:00	Boston (BOS)	Atlanta (ATL)	DL357	446.43	2141.77	4550.96
257	2023-01-02 13:30:00	2023-01-02 16:03:00	Atlanta (ATL)	Boston (BOS)	DL415	310.4	2820.98	5954.06
258	2023-01-01 21:30:00	2023-01-01 00:23:00	Albuquerque (ABQ)	Atlanta (ATL)	DL1569	484.81	1660.21	6613.62
259	2023-01-01 16:35:00	2023-01-01 20:09:00	Atlanta (ATL)	Albuquerque (ABQ)	DL1569	436.02	2071.18	6302.85
260	2023-01-01 13:15:00	2023-01-01 15:23:00	Milwaukee (MKE)	Atlanta (ATL)	DL1672	327.35	3464	6694.85
261	2022-12-31 22:55:00	2022-12-31 00:58:00	Atlanta (ATL)	Milwaukee (MKE)	DL2185	445.47	3288.66	3134.11
262	2022-12-31 18:25:00	2022-12-31 21:07:00	Cancun (CUN)	Atlanta (ATL)	DL641	526.69	1948.77	5013.97
263	2022-12-31 14:46:00	2022-12-31 17:25:00	Atlanta (ATL)	Cancun (CUN)	DL586	714.19	1496.48	3248.92
264	2022-12-31 11:00:00	2022-12-31 12:59:00	Cleveland (CLE)	Atlanta (ATL)	DL1444	699.19	2706.85	8321.47
265	2022-12-31 03:37:00	2022-12-31 05:23:00	Atlanta (ATL)	Cleveland (CLE)	DL960	285.59	2496.6	3281.42
266	2022-12-30 16:45:00	2022-12-30 20:41:00	Las Vegas (LAS)	Atlanta (ATL)	DL2610	713.34	3154.75	9176.82
267	2022-12-30 11:15:00	2022-12-30 15:35:00	Cincinnati (CVG)	Las Vegas (LAS)	DL1042	484.71	3374.69	4410.38
268	2022-12-30 06:24:00	2022-12-30 10:00:00	Las Vegas (LAS)	Cincinnati (CVG)	DL1180	380.56	1487.66	5377.55
269	2022-12-29 21:59:00	2022-12-29 01:35:00	Minneapolis (MSP)	Las Vegas (LAS)	DL668	400.96	1257.5	5321.04
270	2022-12-29 17:40:00	2022-12-29 20:49:00	Phoenix (PHX)	Minneapolis (MSP)	DL442	735.1	1496.48	7972.59
271	2022-12-29 13:00:00	2022-12-29 16:30:00	Minneapolis (MSP)	Phoenix (PHX)	DL442	669.57	3120.71	9814.96
272	2023-01-05 03:55:00	2023-01-05 05:50:00	Atlanta (ATL)	Grand Rapids (GRR)	DL2603	685.51	2886.13	5190.79
273	2023-01-04 22:52:00	2023-01-04 01:02:00	Austin (AUS)	Atlanta (ATL)	DL2126	716.84	3059.56	5683.75
274	2023-01-04 19:12:00	2023-01-04 21:42:00	Atlanta (ATL)	Austin (AUS)	DL2126	556.22	2754.47	7384.93
275	2023-01-04 16:00:00	2023-01-04 18:02:00	Dallas (DFW)	Atlanta (ATL)	DL429	312.12	2326.26	5874.06
276	2023-01-04 12:20:00	2023-01-04 14:50:00	Atlanta (ATL)	Dallas (DFW)	DL429	459.14	1374.07	8553.2
277	2023-01-04 07:58:00	2023-01-04 10:50:00	Denver (DEN)	Atlanta (ATL)	DL527	501.45	2460.6	7312.9
278	2023-01-04 00:45:00	2023-01-04 03:06:00	Minneapolis (MSP)	Denver (DEN)	DL2777	343.15	2325.53	3168.22
279	2023-01-03 19:53:00	2023-01-03 23:30:00	Orlando (MCO)	Minneapolis (MSP)	DL1604	561.07	1524.85	5246.71
280	2023-01-03 15:40:00	2023-01-03 18:43:00	New York (JFK)	Orlando (MCO)	DL1324	358.3	2460.53	5158.84
281	2023-01-03 12:00:00	2023-01-03 14:30:00	Orlando (MCO)	New York (JFK)	DL1340	372.04	3425.91	5715.75
282	2023-01-03 00:59:00	2023-01-03 03:57:00	New York (LGA)	Orlando (MCO)	DL1566	615.02	3069.64	6893.83
283	2023-01-02 20:46:00	2023-01-02 23:49:00	Miami (MIA)	New York (LGA)	DL1614	531.63	2412.72	9841.72
284	2023-01-02 16:10:00	2023-01-02 19:32:00	New York (LGA)	Miami (MIA)	DL1614	465.8	1977.7	3821.36
285	2023-01-02 12:00:00	2023-01-02 14:59:00	Miami (MIA)	New York (LGA)	DL1653	455.3	1678.54	6491.46
286	2023-01-01 20:34:00	2023-01-01 23:49:00	New York (LGA)	Miami (MIA)	DL2342	253.99	2477.66	9910.49
287	2023-01-01 16:26:00	2023-01-01 19:24:00	Miami (MIA)	New York (LGA)	DL1370	594.71	1187.8	8326.76
288	2023-01-01 12:05:00	2023-01-01 15:16:00	New York (LGA)	Miami (MIA)	DL1370	451.06	1155.28	5566.28
289	2022-12-31 22:35:00	2022-12-31 02:00:00	Washington (IAD)	New York (LGA)	DL2759	412.98	3236.59	3198.42
290	2022-12-31 17:31:00	2022-12-31 19:59:00	Orlando (MCO)	New York (LGA)	DL2759	586.14	3082.81	5820.52
291	2022-12-31 13:00:00	2022-12-31 16:21:00	Minneapolis (MSP)	Orlando (MCO)	DL835	576.54	1904.4	4462.11
292	2022-12-31 02:22:00	2022-12-31 04:20:00	Denver (DEN)	Minneapolis (MSP)	DL2458	563.89	3069.61	6492.39
293	2022-12-30 21:47:00	2022-12-30 01:09:00	Atlanta (ATL)	Denver (DEN)	DL540	538.75	2954.9	7731.56
294	2022-12-30 17:48:00	2022-12-30 20:37:00	Denver (DEN)	Atlanta (ATL)	DL818	439.26	944.99	6811.93
295	2022-12-30 13:10:00	2022-12-30 16:38:00	Atlanta (ATL)	Denver (DEN)	DL818	428.07	3151.28	5553.86
296	2022-12-30 07:58:00	2022-12-30 10:50:00	Denver (DEN)	Atlanta (ATL)	DL527	341.93	1187.78	5194.64
297	2022-12-30 02:15:00	2022-12-30 05:32:00	Detroit (DTW)	Denver (DEN)	DL2122	286.7	2865.26	4642.26
298	2022-12-29 22:20:00	2022-12-29 01:01:00	Denver (DEN)	Detroit (DTW)	DL1282	713.63	1379.32	9734.8
299	2022-12-29 17:47:00	2022-12-29 21:08:00	Detroit (DTW)	Denver (DEN)	DL1206	295.03	3212.36	8065.89
300	2022-12-29 12:00:00	2022-12-29 13:42:00	Minneapolis (MSP)	Detroit (DTW)	DL1510	462.71	855.63	3934.56
301	2022-12-29 02:59:00	2022-12-29 06:36:00	Orlando (MCO)	Minneapolis (MSP)	DL1263	660.35	2315.8	6478.46
302	2022-12-28 22:53:00	2022-12-28 01:49:00	New York (LGA)	Orlando (MCO)	DL525	292.19	1519.18	3247.75
303	2022-12-28 19:06:00	2022-12-28 21:43:00	Minneapolis (MSP)	New York (LGA)	DL1020	434.18	1057.77	4462.22
304	2022-12-28 16:03:00	2022-12-28 19:34:00	Orlando (MCO)	Minneapolis (MSP)	DL1739	275.54	2425.21	8322.35
305	2022-12-28 12:05:00	2022-12-28 14:53:00	New York (LGA)	Orlando (MCO)	DL2375	625.52	1081.79	9504.1
306	2022-12-28 01:59:00	2022-12-28 04:42:00	Minneapolis (MSP)	New York (LGA)	DL1027	617.67	3414.19	4343.29
307	2022-12-27 21:15:00	2022-12-27 00:49:00	Los Angeles (LAX)	Minneapolis (MSP)	DL1261	594.89	2948.4	6433.83
308	2022-12-27 14:57:00	2022-12-27 20:05:00	Atlanta (ATL)	Los Angeles (LAX)	DL516	378.72	2122.03	5830.51
309	2022-12-27 11:00:00	2022-12-27 12:59:00	Cleveland (CLE)	Atlanta (ATL)	DL1444	682.85	3427.3	3768.93
310	2022-12-27 03:37:00	2022-12-27 05:23:00	Atlanta (ATL)	Cleveland (CLE)	DL960	447.84	2303.6	8097.53
311	2022-12-27 00:50:00	2022-12-27 05:01:00	Salt Lake City (SLC)	Orlando (MCO)	DL1016	564.08	2152.82	3877.54
312	2022-12-26 22:50:00	2022-12-26 02:27:00	Salt Lake City (SLC)	Atlanta (ATL)	DL1213	536.37	793.06	6312.08
313	2023-01-04 20:46:00	2023-01-04 23:49:00	Miami (MIA)	New York (LGA)	DL1614	267.54	1790.98	8902.77
314	2023-01-04 16:10:00	2023-01-04 19:32:00	New York (LGA)	Miami (MIA)	DL1614	371.12	1120.4	7368.72
315	2023-01-04 12:00:00	2023-01-04 14:59:00	Miami (MIA)	New York (LGA)	DL1653	326.25	1953.87	8097.19
316	2023-01-04 00:55:00	2023-01-04 04:14:00	New York (LGA)	Miami (MIA)	DL329	717.45	2121.75	9300.8
317	2023-01-03 21:10:00	2023-01-03 23:45:00	Orlando (MCO)	New York (LGA)	DL997	643.57	986.24	8471.55
318	2023-01-03 16:27:00	2023-01-03 19:45:00	Minneapolis (MSP)	Orlando (MCO)	DL2931	515.4	1548.99	9274.61
319	2023-01-03 13:00:00	2023-01-03 15:17:00	Denver (DEN)	Minneapolis (MSP)	DL1199	260.12	2528.87	8134.76
320	2023-01-03 03:39:00	2023-01-03 07:03:00	Atlanta (ATL)	Denver (DEN)	DL711	597.92	3331.36	5983.71
321	2023-01-02 22:49:00	2023-01-02 02:21:00	Phoenix (PHX)	Atlanta (ATL)	DL864	737.46	3076.6	4495.11
322	2023-01-02 17:25:00	2023-01-02 21:39:00	Atlanta (ATL)	Phoenix (PHX)	DL864	667.3	3151.25	8020.23
323	2023-01-02 13:25:00	2023-01-02 16:09:00	Minneapolis (MSP)	Atlanta (ATL)	DL408	588.91	2045.36	6797.35
324	2023-01-02 08:20:00	2023-01-02 12:03:00	Los Angeles (LAX)	Minneapolis (MSP)	DL1099	316.51	3080.57	4698.68
325	2023-01-02 00:50:00	2023-01-02 04:55:00	Minneapolis (MSP)	Los Angeles (LAX)	DL2584	526.7	2247.97	9422.73
326	2023-01-01 19:55:00	2023-01-01 23:35:00	Fort Myers (RSW)	Minneapolis (MSP)	DL749	551.18	2026.15	6985.45
327	2023-01-01 15:10:00	2023-01-01 18:45:00	Minneapolis (MSP)	Fort Myers (RSW)	DL749	311.06	3006.71	3383.08
328	2022-12-31 23:15:00	2022-12-31 01:15:00	Denver (DEN)	Minneapolis (MSP)	DL1318	722.58	2437.49	3350.15
329	2022-12-31 18:45:00	2022-12-31 22:05:00	Atlanta (ATL)	Denver (DEN)	DL514	715.82	2171.87	9797.78
330	2022-12-31 13:25:00	2022-12-31 17:11:00	Salt Lake City (SLC)	Atlanta (ATL)	DL398	414.74	3400.46	7962.48
331	2022-12-31 03:25:00	2022-12-31 05:15:00	Los Angeles (LAX)	Salt Lake City (SLC)	DL1024	415.59	3212.37	6827.13
332	2022-12-31 00:17:00	2022-12-31 02:15:00	Salt Lake City (SLC)	Los Angeles (LAX)	DL978	561.07	3058.82	3614.42
333	2022-12-30 21:05:00	2022-12-30 23:07:00	San Diego (SAN)	Salt Lake City (SLC)	DL2913	714.17	1573.85	9623.39
334	2022-12-30 17:55:00	2022-12-30 19:55:00	Salt Lake City (SLC)	San Diego (SAN)	DL2913	458.75	1543.21	7450.34
335	2022-12-30 11:40:00	2022-12-30 16:45:00	Orlando (MCO)	Salt Lake City (SLC)	DL770	512.8	2502.36	6196.99
336	2022-12-30 00:50:00	2022-12-30 05:01:00	Salt Lake City (SLC)	Orlando (MCO)	DL1016	377.34	3173.71	4582.05
337	2022-12-29 18:42:00	2022-12-29 23:40:00	Orlando (MCO)	Salt Lake City (SLC)	DL1504	617.85	1836.38	8168.07
338	2022-12-29 14:30:00	2022-12-29 17:32:00	New York (LGA)	Orlando (MCO)	DL933	423.58	2912.97	5124.23
339	2022-12-28 23:35:00	2022-12-28 02:10:00	Orlando (MCO)	New York (LGA)	DL2376	278.36	935.31	9262.85
340	2022-12-28 19:10:00	2022-12-28 22:25:00	Minneapolis (MSP)	Orlando (MCO)	DL1169	723.54	884.5	3001.94
341	2022-12-28 15:15:00	2022-12-28 18:00:00	Atlanta (ATL)	Minneapolis (MSP)	DL2262	714.29	1607.44	5902.91
342	2022-12-28 12:00:00	2022-12-28 14:05:00	Houston (IAH)	Atlanta (ATL)	DL2053	584.53	3016.53	6748.54
343	2022-12-28 03:46:00	2022-12-28 05:58:00	Atlanta (ATL)	Houston (IAH)	DL1687	713.34	2280.32	5360.02
344	2022-12-27 22:50:00	2022-12-27 02:27:00	Salt Lake City (SLC)	Atlanta (ATL)	DL1213	392.96	1489.08	8212.55
345	2022-12-27 16:40:00	2022-12-27 21:35:00	Orlando (MCO)	Salt Lake City (SLC)	DL1540	532.13	1169.05	8766.77
346	2022-12-27 12:00:00	2022-12-27 15:30:00	Boston (BOS)	Orlando (MCO)	DL2854	714.19	2778.3	6535.07
347	2022-12-27 01:00:00	2022-12-27 03:31:00	Atlanta (ATL)	Boston (BOS)	DL2990	270.29	804.21	3165.31
348	2023-01-05 01:45:00	2023-01-05 04:24:00	Minneapolis (MSP)	Philadelphia (PHL)	DL2536	346.9	948.53	6058.08
349	2023-01-04 20:55:00	2023-01-04 00:35:00	San Francisco (SFO)	Minneapolis (MSP)	DL1152	543.5	1205.6	7773.87
350	2023-01-04 15:18:00	2023-01-04 19:44:00	Minneapolis (MSP)	San Francisco (SFO)	DL1152	599.43	1119.12	9439.86
351	2023-01-04 12:00:00	2023-01-04 14:08:00	Indianapolis (IND)	Minneapolis (MSP)	DL2042	388.33	781.89	6372.77
352	2023-01-04 02:25:00	2023-01-04 04:07:00	Minneapolis (MSP)	Indianapolis (IND)	DL2667	498.57	1120.41	9072.83
353	2023-01-03 23:15:00	2023-01-03 01:15:00	Denver (DEN)	Minneapolis (MSP)	DL1318	406.4	2163.19	4872.42
354	2023-01-03 18:45:00	2023-01-03 22:05:00	Atlanta (ATL)	Denver (DEN)	DL514	602.7	2872.81	7029.87
355	2023-01-03 14:30:00	2023-01-03 17:33:00	Boston (BOS)	Atlanta (ATL)	DL1631	713.64	2168.54	3817.14
356	2023-01-03 01:00:00	2023-01-03 03:31:00	Atlanta (ATL)	Boston (BOS)	DL2990	502.24	2194.9	4977.47
357	2023-01-02 19:07:00	2023-01-02 22:10:00	Montego Bay (MBJ)	Atlanta (ATL)	DL1928	253.98	2823.34	7866.25
358	2023-01-02 14:45:00	2023-01-02 17:37:00	Atlanta (ATL)	Montego Bay (MBJ)	DL1997	542.3	796.24	4277.91
359	2023-01-02 07:55:00	2023-01-02 11:38:00	Las Vegas (LAS)	Atlanta (ATL)	DL403	336.08	3393.2	7210.61
360	2023-01-02 02:07:00	2023-01-02 06:45:00	Atlanta (ATL)	Las Vegas (LAS)	DL2944	605.04	3102.95	7495.46
361	2023-01-01 21:05:00	2023-01-01 00:12:00	Montego Bay (MBJ)	Atlanta (ATL)	DL1800	603.69	1241.49	4960.5
362	2023-01-01 16:45:00	2023-01-01 19:34:00	Atlanta (ATL)	Montego Bay (MBJ)	DL1801	577.25	1553.41	5636.25
363	2023-01-01 13:00:00	2023-01-01 15:15:00	Austin (AUS)	Atlanta (ATL)	DL2811	315.4	3459.31	5269.42
364	2023-01-01 03:25:00	2023-01-01 05:56:00	Atlanta (ATL)	Austin (AUS)	DL2303	252.63	2916.44	6750.56
365	2022-12-31 22:00:00	2022-12-31 01:10:00	Boston (BOS)	Atlanta (ATL)	DL1644	358.97	986.2	7834.05
366	2022-12-31 19:00:00	2022-12-31 20:49:00	Detroit (DTW)	Boston (BOS)	DL2352	446.14	2635.66	7755.86
367	2022-12-31 13:20:00	2022-12-31 17:50:00	Los Angeles (LAX)	Detroit (DTW)	DL1734	341.92	2773.79	6513.72
368	2022-12-31 05:50:00	2022-12-31 07:57:00	Salt Lake City (SLC)	Los Angeles (LAX)	DL1049	398.1	1188.1	6324.41
369	2022-12-31 01:51:00	2022-12-31 03:15:00	Las Vegas (LAS)	Salt Lake City (SLC)	DL1264	354.66	2746.04	6591.92
370	2022-12-30 20:10:00	2022-12-30 00:41:00	Atlanta (ATL)	Las Vegas (LAS)	DL1160	517.59	2725.01	5618.39
371	2022-12-30 16:10:00	2022-12-30 18:46:00	Minneapolis (MSP)	Atlanta (ATL)	DL2452	361.01	1411.28	3040.91
372	2022-12-30 12:15:00	2022-12-30 15:00:00	Atlanta (ATL)	Minneapolis (MSP)	DL503	269.89	2629.92	7908.77
373	2022-12-30 01:15:00	2022-12-30 04:26:00	Boston (BOS)	Atlanta (ATL)	DL2530	350.68	1731.27	8260.7
374	2022-12-29 21:18:00	2022-12-29 00:05:00	Minneapolis (MSP)	Boston (BOS)	DL832	611.92	3170.49	6414.97
375	2022-12-29 17:15:00	2022-12-29 19:54:00	Atlanta (ATL)	Minneapolis (MSP)	DL838	363.47	892.86	8478.46
376	2022-12-29 13:15:00	2022-12-29 15:23:00	Milwaukee (MKE)	Atlanta (ATL)	DL1672	701.34	1452.2	7631.6
377	2022-12-29 00:59:00	2022-12-29 03:01:00	Atlanta (ATL)	Milwaukee (MKE)	DL2185	660.35	928.24	3456.33
378	2022-12-28 19:07:00	2022-12-28 22:10:00	Montego Bay (MBJ)	Atlanta (ATL)	DL1928	578.02	2917.81	9178.21
379	2022-12-28 14:45:00	2022-12-28 17:37:00	Atlanta (ATL)	Montego Bay (MBJ)	DL1997	312.75	2972.66	3863.17
380	2022-12-28 11:00:00	2022-12-28 12:57:00	Pittsburgh (PIT)	Atlanta (ATL)	DL2161	589.74	3136.26	3231.04
381	2022-12-28 04:00:00	2022-12-28 05:36:00	Atlanta (ATL)	Pittsburgh (PIT)	DL2689	669.58	1752.6	9139.74
382	2022-12-27 23:53:00	2022-12-27 02:49:00	Albuquerque (ABQ)	Atlanta (ATL)	DL2728	676.09	913.18	6879.81
383	2022-12-27 19:21:00	2022-12-27 22:43:00	Atlanta (ATL)	Albuquerque (ABQ)	DL2728	713.3	2526.56	3929
384	2022-12-27 16:31:00	2022-12-27 18:05:00	Raleigh-Durham (RDU)	Atlanta (ATL)	DL2836	295.7	1176.95	3550.81
385	2022-12-27 14:00:00	2022-12-27 15:21:00	Atlanta (ATL)	Raleigh-Durham (RDU)	DL2836	330.07	2976.61	7308.2
386	2022-12-27 08:34:00	2022-12-27 12:50:00	Los Angeles (LAX)	Atlanta (ATL)	DL2979	716.37	2677.42	9984.25
387	2022-12-27 00:50:00	2022-12-27 04:55:00	Minneapolis (MSP)	Los Angeles (LAX)	DL2584	737.46	1095	6764.97
388	2023-01-05 06:15:00	2023-01-05 07:40:00	Salt Lake City (SLC)	Boise (BOI)	DL2668	442.65	2595.08	7834.26
389	2023-01-05 00:03:00	2023-01-05 05:05:00	Orlando (MCO)	Salt Lake City (SLC)	DL1065	702.17	1274.43	8755.71
390	2023-01-04 18:40:00	2023-01-04 22:53:00	Salt Lake City (SLC)	Orlando (MCO)	DL1065	402.3	2301.72	7090.41
391	2023-01-04 14:20:00	2023-01-04 17:24:00	Minneapolis (MSP)	Salt Lake City (SLC)	DL1009	326.24	3077.76	5348.12
392	2023-01-04 00:51:00	2023-01-04 02:45:00	Indianapolis (IND)	Minneapolis (MSP)	DL2393	704.67	1458.55	6208.3
393	2023-01-03 22:06:00	2023-01-03 23:41:00	Minneapolis (MSP)	Indianapolis (IND)	DL2393	391.08	1014.57	6757.8
394	2023-01-03 17:15:00	2023-01-03 19:54:00	Atlanta (ATL)	Minneapolis (MSP)	DL838	477.04	1470.11	6726.9
395	2023-01-03 12:45:00	2023-01-03 15:49:00	Denver (DEN)	Atlanta (ATL)	DL1001	641.27	1266.02	9522.21
396	2023-01-02 23:40:00	2023-01-02 03:05:00	Atlanta (ATL)	Denver (DEN)	DL2249	724.85	2756.06	8638.72
397	2023-01-02 18:35:00	2023-01-02 22:50:00	Los Angeles (LAX)	Atlanta (ATL)	DL321	330.28	3288.65	7530.55
398	2023-01-02 12:15:00	2023-01-02 17:20:00	Atlanta (ATL)	Los Angeles (LAX)	DL412	268.28	2939.95	3091.54
399	2023-01-02 00:39:00	2023-01-02 04:08:00	Phoenix (PHX)	Atlanta (ATL)	DL491	375.78	1886.62	5251.93
400	2023-01-01 19:15:00	2023-01-01 23:29:00	Atlanta (ATL)	Phoenix (PHX)	DL491	315.61	3173.79	7058.73
401	2023-01-01 14:15:00	2023-01-01 18:31:00	San Diego (SAN)	Atlanta (ATL)	DL820	297.87	2541.07	4280.41
402	2023-01-01 00:45:00	2023-01-01 04:48:00	Minneapolis (MSP)	San Diego (SAN)	DL2969	385.63	2325.56	9314.01
403	2022-12-31 19:51:00	2022-12-31 23:28:00	San Diego (SAN)	Minneapolis (MSP)	DL2762	281.58	2670.17	4457.84
404	2022-12-31 13:30:00	2022-12-31 18:41:00	Detroit (DTW)	San Diego (SAN)	DL934	579.12	3459.31	4320.12
405	2022-12-31 11:00:00	2022-12-31 12:16:00	Indianapolis (IND)	Detroit (DTW)	DL2307	715.84	859.18	3709
406	2022-12-31 04:18:00	2022-12-31 05:29:00	Detroit (DTW)	Indianapolis (IND)	DL2406	464.38	3080.18	7306.12
407	2022-12-31 00:40:00	2022-12-31 03:08:00	Boston (BOS)	Detroit (DTW)	DL2401	556.22	1653.35	3409.27
